scheduler,running_pods,total_pods,success_rate,total_cpu,total_memory,resource_efficiency,total_slo_violations,avg_slo_severity,web-app_pods,web-app_cpu,web-app_memory,web-app_slo_violated,web-app_slo_severity,web-app_metric_value,data-processing_pods,data-processing_cpu,data-processing_memory,data-processing_slo_violated,data-processing_slo_severity,data-processing_metric_value,ml-training_pods,ml-training_cpu,ml-training_memory,ml-training_slo_violated,ml-training_slo_severity,ml-training_metric_value
stackelberg,7,7,100.0,80.17999999999999,184.16999999526888,81.37844444349822,1,0.007300083500134274,1,29.44,58.889999999664724,False,0.0,55.00057254798952,4,30.52,77.95999999716878,False,0.0,1000.2201891083813,2,20.22,47.31999999843538,True,0.021900250500402823,1.5328503757506042
regular,6,6,100.0,90.0,250.0,100.0,2,0.09990567023388586,3,45.0,90.0,True,0.12755480757838675,62.01551441681127,2,20.0,80.0,True,0.17216220312327085,827.8377968767292,1,25.0,80.0,False,0.0,0.5643454052641856
